Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2010-01-04,10430.7,10605,10430.7,10584,179781702
2010-01-05,10584.6,10584.6,10522.5,10572,188542224
2010-01-06,10564.7,10595,10546.5,10573.7,186042927
2010-01-07,10571.1,10612.4,10505.2,10606.9,217391185
2010-01-08,10606.4,10619.4,10554.3,10618.2,172712171
2010-01-11,10620.3,10676.2,10591.6,10664,182045111
2010-01-12,10662.9,10663.1,10568.8,10627.3,219299782
2010-01-13,10628.1,10709.1,10614.5,10680.8,202846260
2010-01-14,10680.2,10723.8,10666.9,10710.5,201316564
2010-01-15,10707,10709.9,10561.1,10609.7,362926194
2010-01-19,10608.4,10729.8,10592,10725.4,192151977
2010-01-20,10719.7,10719.9,10517.3,10603.2,203272322
2010-01-21,10603.9,10614.9,10374.7,10389.9,304288874
2010-01-22,10389.6,10389.6,10157.6,10173,323660573
2010-01-25,10175.1,10256.9,10171.8,10196.9,215331500
2010-01-26,10195.3,10285.1,10155.6,10194.3,217297012
2010-01-27,10194.3,10255.1,10104.4,10236.2,262171774
2010-01-28,10236.9,10258.8,10055.1,10120.5,240051036
2010-01-29,10122,10239.3,10043.8,10067.3,316897446
2010-02-01,10069,10190.6,10068.9,10185.5,198428938
2010-02-02,10186.1,10314.8,10173.6,10296.8,237139904
2010-02-03,10291.7,10307.2,10231.9,10270.5,198939470
2010-02-04,10273.1,10273.1,9998.03,10002.2,304246435
2010-02-05,10003.7,10032,9835.09,10012.2,308320075
2010-02-08,10005.4,10028.6,9904.31,9908.39,216271160
2010-02-09,9910.28,10139.4,9910.06,10058.6,236211628
2010-02-10,10055.5,10085.5,9962.96,10038.4,178601047
2010-02-11,10037.8,10161.6,9976.71,10144.2,194473567
2010-02-12,10137.2,10137.4,9983.82,10099.1,296514677
2010-02-16,10100.8,10279.5,10100.8,10268.8,234898146
2010-02-17,10261.5,10320.1,10261.5,10309.2,193265969
2010-02-18,10309.4,10406.6,10294.5,10392.9,185314108
2010-02-19,10387.8,10438.5,10339.2,10402.3,241749645
2010-02-22,10402.4,10433.6,10369.1,10383.4,158442402
2010-02-23,10383.2,10411.1,10267.8,10282.4,190737314
2010-02-24,10284,10393.5,10283.9,10374.2,181445660
2010-02-25,10366.6,10366.7,10185.8,10321,242552692
2010-02-26,10321.4,10353.5,10272.3,10325.3,282115901
2010-03-01,10326.1,10414,10326.1,10403.8,173754869
2010-03-02,10404.2,10456.9,10389.4,10406,183286008
2010-03-03,10406.3,10469.5,10376.6,10396.8,165735700
2010-03-04,10396.5,10452.2,10390.9,10444.1,184269349
2010-03-05,10445.1,10571.9,10445,10566.2,184269349
2010-03-08,10563.8,10587.7,10542.4,10552.5,171783197
2010-03-09,10552.2,10612.6,10533.9,10564.4,219857400
2010-03-10,10560.1,10601.8,10526.5,10567.3,186565748
2010-03-11,10561,10611.8,10507.2,10611.8,149994299
2010-03-12,10611.8,10645,10594.8,10624.7,166141983
2010-03-15,10623.4,10644.2,10570.5,10642.2,160571460
2010-03-16,10642.5,10694,10621.9,10686,227418248
2010-03-17,10686.4,10768,10686.4,10733.7,194188842
2010-03-18,10733.4,10784,10728.2,10779.2,153283815
2010-03-19,10780,10819.9,10694.7,10742,434188162
2010-03-22,10741,10809.8,10695.1,10785.9,157199000
2010-03-23,10787.2,10893.9,10784.8,10888.8,189141689
2010-03-24,10887.6,10887.8,10825.4,10836.2,195566515
2010-03-25,10837.5,10955.5,10834.3,10841.2,200329986
2010-03-26,10841.3,10909.4,10816.4,10850.4,175488230
2010-03-29,10849.2,10916.6,10849.2,10895.9,136708813
2010-03-30,10895,10940.2,10866.8,10907.4,148806366
2010-03-31,10907.3,10907.4,10832.8,10856.6,197062489
2010-04-01,10857.3,10956.4,10857.3,10927.1,159511712
2010-04-05,10927.5,10988.1,10924,10973.5,139480052
2010-04-06,10972.5,10987.4,10927.5,10970,159958407
2010-04-07,10962,10962.7,10845.6,10897.5,186966822
2010-04-08,10897,10949.4,10844.1,10927.1,158932477
2010-04-09,10927.1,11000.7,10927.1,10997.3,150663625
2010-04-12,10996.8,11029.8,10992.2,11006,153962511
2010-04-13,11006.7,11038.9,10947.8,11019.4,183946056
2010-04-14,11020.7,11125.2,11020.6,11123.1,223918338
2010-04-15,11123,11154.5,11096.2,11144.6,203712750
2010-04-16,11143.7,11153.8,10973.9,11018.7,373954936
2010-04-19,11018.4,11095.3,10977.8,11092,214847315
2010-04-20,11093.1,11146.1,11081.5,11117.1,175169668
2010-04-21,11116.9,11153.7,11071.3,11124.9,188883365
2010-04-22,11119.8,11149.7,11016.4,11134.3,214697798
2010-04-23,11132.2,11205.6,11105.7,11204.3,207380329
2010-04-26,11205.1,11258,11187.7,11205,191924045
2010-04-27,11203.7,11218.9,10974,10992,263395987
2010-04-28,10988.9,11078.5,10965.4,11045.3,236760411
2010-04-29,11045.6,11197.3,11041.6,11167.3,194312160
2010-04-30,11168.2,11197.9,10999.7,11008.6,255132491
2010-05-03,11009.6,11177.7,11009.6,11151.8,178078822
2010-05-04,11149.5,11149.5,10869.2,10926.8,242096575
2010-05-05,10918.4,10946.8,10815.5,10868.1,218831496
2010-05-06,10862.2,10879.8,9869.62,10520.3,459882732
2010-05-07,10519.4,10579.1,10241.2,10380.4,428725169
2010-05-10,10386.2,10835.2,10386,10785.1,313354000
2010-05-11,10780,10874.5,10685.4,10748.3,223949322
2010-05-12,10742.2,10909.1,10742.2,10896.9,196625961
2010-05-13,10896.6,10920.3,10771.7,10783,201475028
2010-05-14,10780.7,10780.8,10537.2,10620.2,256495923
2010-05-17,10617,10661,10436.1,10625.8,221910894
2010-05-18,10625.5,10718.9,10482.2,10511,246374123
2010-05-19,10505.7,10522.5,10324.7,10444.4,266343224
2010-05-20,10440.2,10440.2,10065.4,10068,360348622
2010-05-21,10063.9,10198.5,9918.82,10193.4,438219485
2010-05-24,10193.5,10196.4,10052.7,10066.6,211429231
2010-05-25,10061.4,10061.7,9774.48,10043.8,316964495
2010-05-26,10045.1,10179,9952.68,9974.45,316081112
2010-05-27,9971.73,10264.2,9971.73,10259,264773539
2010-05-28,10258,10258,10095.9,10136.6,243723703
2010-06-01,10133.9,10218.3,10013.9,10024,221896377
2010-06-02,10025.6,10254.2,10025.6,10249.5,200849912
2010-06-03,10250.7,10315.2,10175,10255.3,176866145
2010-06-04,10249.6,10249.7,9889.88,9931.97,256598987
2010-06-07,9931.75,9982.38,9810.3,9816.49,222939990
2010-06-08,9812.94,9953.66,9757.55,9939.98,259677934
2010-06-09,9941.57,10065.1,9869.32,9899.25,222681186
2010-06-10,9901.67,10185.8,9901.67,10172.5,221733887
2010-06-11,10166.8,10216,10082.7,10211.1,187888301
2010-06-14,10211.8,10328.7,10186.2,10190.9,177924353
2010-06-15,10192.4,10408.3,10192.4,10404.8,203166021
2010-06-16,10404.2,10429,10332.6,10409.5,165697705
2010-06-17,10410,10441.2,10319.2,10434.2,181067504
2010-06-18,10435,10483.4,10424.5,10450.6,338018320
2010-06-21,10452.5,10594.2,10395.5,10442.4,165188841
2010-06-22,10442,10493.6,10283.4,10293.5,175751096
2010-06-23,10293.3,10368,10227.2,10298.4,195104994
2010-06-24,10297.1,10298.1,10128.8,10152.8,244441632
2010-06-25,10153.5,10202.9,10081.1,10143.8,434501419
2010-06-28,10143,10201.9,10101.4,10138.5,164104053
2010-06-29,10135.7,10135.8,9811.92,9870.3,290503256
2010-06-30,9868.34,9908.92,9753.84,9774.02,235086771
2010-07-01,9773.27,9795.48,9621.89,9732.53,262824114
2010-07-02,9732.23,9770.87,9614.32,9686.48,199565501
2010-07-06,9689.21,9858.13,9659.16,9743.62,216714005
2010-07-07,9736.85,10026.6,9736.7,10018.3,219562329
2010-07-08,10019.3,10139.9,10019.3,10139,192216034
2010-07-09,10137.9,10201.8,10118.4,10198,134816272
2010-07-12,10199.2,10220.3,10146.5,10216.3,131487257
2010-07-13,10217.5,10407.5,10217.5,10363,179044031
2010-07-14,10371,10400.1,10303,10366.7,208529198
2010-07-15,10367.1,10379,10240.5,10359.3,210003886
2010-07-16,10356.2,10356.2,10079.6,10097.9,335057222
2010-07-19,10098.1,10187.3,10073.7,10154.4,176966763
2010-07-20,10151.5,10236.4,10007.8,10230,194405988
2010-07-21,10226,10265.5,10065.5,10120.5,203897050
2010-07-22,10121.8,10363.2,10121.8,10322.3,202216523
2010-07-23,10321.2,10442,10287.5,10424.6,200002969
2010-07-26,10424.2,10526.6,10414.4,10525.4,178815615
2010-07-27,10525.3,10578.3,10494.9,10537.7,180548659
2010-07-28,10537,10548.5,10463.2,10497.9,162068915
2010-07-29,10498.9,10585,10387.4,10467.2,202113198
2010-07-30,10465.2,10507.2,10347.5,10465.9,208159136
2010-08-02,10468.8,10692.2,10468.6,10674.4,167642201
2010-08-03,10673.9,10677,10601,10636.4,164882422
2010-08-04,10630.2,10702.99,10627.53,10680.43,173362154
2010-08-05,10679.67,10679.75,10612.85,10674.98,139607108
2010-08-06,10668.55,10668.7,10515.37,10653.56,154872023
2010-08-09,10654.62,10719.94,10649.4,10698.75,166333515
2010-08-10,10696.63,10700.71,10551.62,10644.25,203489953
2010-08-11,10631.82,10631.9,10367.33,10378.83,219325268
2010-08-12,10361.58,10361.65,10268.71,10319.95,221030905
2010-08-13,10320.33,10354.92,10285.44,10303.15,151616032
2010-08-16,10303.07,10333.12,10209.53,10302.01,146035201
2010-08-17,10297.63,10480.44,10297.47,10405.85,155167021
2010-08-18,10398.59,10472.3,10330.02,10415.54,168558331
2010-08-19,10411.15,10411.15,10216.19,10271.21,227741208
2010-08-20,10270.98,10270.98,10147.24,10213.62,251147169
2010-08-23,10215.51,10304.7,10170.74,10174.41,172969277
2010-08-24,10173.05,10173.05,9991.18,10040.45,223680140
2010-08-25,10040.15,10097.4,9937.98,10060.06,183889305
2010-08-26,10059.9,10104.71,9968.1,9985.81,176328492
2010-08-27,9982.18,10159.88,9936.62,10150.65,207764070
2010-08-30,10145.58,10150.57,10007.68,10009.73,150484268
2010-08-31,10006.42,10073.38,9941.84,10014.72,255417995
2010-09-01,10016.01,10279.08,10016.01,10269.47,205712227
2010-09-02,10270.08,10320.37,10253.96,10320.1,149931903
2010-09-03,10321.92,10451.15,10321.84,10447.93,168599472
2010-09-07,10446.8,10446.8,10332.4,10340.69,149035913
2010-09-08,10338.49,10426.7,10335.69,10387.01,166757540
2010-09-09,10388.14,10476.62,10386.63,10415.24,163589414
2010-09-10,10415.01,10471.28,10403.17,10462.77,140315413
2010-09-13,10458.6,10567.59,10458.6,10544.13,190715523
2010-09-14,10544.73,10588.32,10499.7,10526.49,192411808
2010-09-15,10526.42,10587.8,10480.78,10572.73,167420793
2010-09-16,10571.75,10603.69,10522.48,10594.83,170301326
2010-09-17,10595.51,10650.16,10567.36,10607.85,367228992
2010-09-20,10608.08,10774.13,10608.08,10753.62,157124719
2010-09-21,10753.39,10833.39,10717.74,10761.03,186743445
2010-09-22,10761.11,10805.38,10708.4,10739.31,168591822
2010-09-23,10738.48,10761.94,10640.92,10662.42,156827789
2010-09-24,10664.39,10865.78,10664.31,10860.26,179266510
2010-09-27,10860.03,10873.2,10809.62,10812.04,143908331
2010-09-28,10809.17,10886.21,10728.64,10858.14,167112601
2010-09-29,10857.98,10869.26,10798.88,10835.28,158833681
2010-09-30,10836.04,10948.88,10745.44,10788.05,214536388
2010-10-01,10789.72,10866.54,10780.64,10829.68,161890653
2010-10-04,10828.85,10853.71,10711.12,10751.27,160366486
2010-10-05,10752.78,10965.61,10752.63,10944.72,216244575
2010-10-06,10936.79,10974.16,10918.57,10967.65,163437377
2010-10-07,10968.41,10998.53,10892.76,10948.58,141922141
2010-10-08,10948.5,11032.17,10929.28,11006.48,152279348
2010-10-11,11006.93,11030.5,10977.9,11010.34,114830029
2010-10-12,11010.79,11053.21,10913.84,11020.4,155152234
2010-10-13,11022.82,11155.23,11022.07,11096.08,224916510
2010-10-14,11096.99,11112.2,11023.54,11094.57,196166559
2010-10-15,11096.01,11141.19,11010.68,11062.78,319209856
2010-10-18,11062.63,11159.05,11054.76,11143.69,190291958
2010-10-19,11139.6,11139.6,10917.62,10978.62,247643295
2010-10-20,10974.52,11152.88,10970.89,11107.97,220140233
2010-10-21,11105.24,11213.54,11066.19,11146.57,178063555
2010-10-22,11146.41,11159.05,11109.25,11132.56,104574033
2010-10-25,11133.4,11247.6,11132.34,11164.05,168112548
2010-10-26,11163.14,11184.82,11087,11169.46,159037998
2010-10-27,11168.4,11168.4,11020.82,11126.28,167084701
2010-10-28,11127.34,11179.34,11052.6,11113.95,156249239
2010-10-29,11120.45,11131.01,11075.8,11118.49,189651523
2010-11-01,11120.3,11244.27,11062.33,11124.62,150126990
2010-11-02,11125.22,11219.52,11125.22,11188.72,150388230
2010-11-03,11184.88,11226.64,11097.37,11215.13,177579391
2010-11-04,11216.65,11440.37,11216.65,11434.84,234683218
2010-11-05,11435.22,11451.53,11393.52,11444.08,211673103
2010-11-08,11439.54,11439.61,11362.53,11406.84,143993477
2010-11-09,11403.59,11421.14,11303.19,11346.75,161909798
2010-11-10,11342.81,11366.16,11255.02,11357.04,164169607
2010-11-11,11326.69,11326.77,11231.22,11283.1,296662708
2010-11-12,11281.28,11283.7,11143.84,11192.58,217646436
2010-11-15,11194.02,11280.9,11189.1,11201.97,155662243
2010-11-16,11194.7,11194.7,10978.93,11023.5,254565448
2010-11-17,11017.83,11042.16,10990.81,11007.88,160254929
2010-11-18,11010.49,11199.69,11010.34,11181.23,171771617
2010-11-19,11180.77,11206.17,11119.24,11203.55,219399936
2010-11-22,11201.66,11206.05,11054.53,11178.58,152849320
2010-11-23,11177.6,11180.17,10992.17,11036.37,192821511
2010-11-24,11037.35,11195.99,11037.35,11187.28,138278670
2010-11-26,11183.5,11183.5,11067.17,11092,68396121
2010-11-29,11083.75,11083.82,10929.28,11052.49,151525312
2010-11-30,11049.72,11062.63,10942.98,11006.02,233767337
2010-12-01,11007.23,11276.1,11007.23,11255.78,202517464
2010-12-02,11255.93,11373.8,11255.85,11362.41,212090425
2010-12-03,11361.88,11388.87,11318.82,11382.09,149439757
2010-12-06,11381.33,11392.08,11350.27,11362.19,122655108
2010-12-07,11363.85,11450.89,11354.09,11359.16,175716725
2010-12-08,11354.3,11389.09,11327.49,11372.48,152511377
2010-12-09,11370.36,11413.35,11331.5,11370.06,167966467
2010-12-10,11370.44,11413.69,11357.72,11410.32,151821269
2010-12-13,11406.16,11480.03,11405.33,11428.56,151191253
2010-12-14,11429.24,11514.08,11428.94,11476.54,149861645
2010-12-15,11475.64,11519.04,11445.67,11457.47,189672886
2010-12-16,11458,11514.84,11421.3,11499.25,163043294
2010-12-17,11499.02,11503.18,11451,11491.91,358304189
2010-12-20,11491.3,11517.07,11442.68,11478.13,125362677
2010-12-21,11478.36,11549.12,11478.29,11533.16,119422829
2010-12-22,11532.17,11566.99,11528.08,11559.49,122041038
2010-12-23,11559.11,11580.84,11542.62,11573.49,100835577
2010-12-27,11572.81,11573.19,11518.44,11555.03,76818468
2010-12-28,11554.8,11591.13,11541.14,11575.54,114100301
2010-12-29,11572.74,11625,11572.66,11585.38,77797415
2010-12-30,11585.3,11594.38,11551.93,11569.71,76817777
2010-12-31,11569.33,11597.41,11530.32,11577.51,93331743
2011-01-03,11577.43,11711.47,11577.35,11670.75,203418223
2011-01-04,11670.9,11698.22,11635.74,11691.18,178633916
2011-01-05,11688.61,11742.68,11652.89,11722.89,169990443
2011-01-06,11716.93,11736.74,11667.46,11697.31,193076452
2011-01-07,11696.86,11726.94,11599.68,11674.76,188724039
2011-01-10,11672.34,11677.33,11573.87,11637.45,150336258
2011-01-11,11638.51,11704.12,11635.48,11671.88,157435511
2011-01-12,11673.62,11782.23,11673.62,11755.44,144961928
2011-01-13,11753.7,11757.25,11700.53,11731.9,161659342
2011-01-14,11732.13,11794.15,11698.83,11787.38,200772963
2011-01-18,11783.82,11858.78,11777.99,11837.93,203393559
2011-01-19,11834.21,11861.24,11798.46,11825.29,166252713
2011-01-20,11823.7,11845.16,11744.77,11822.8,180798631
2011-01-21,11822.95,11905.48,11822.8,11871.84,249479221
2011-01-24,11873.43,11982.94,11867.98,11980.52,184003911
2011-01-25,11980.52,11985.97,11898.74,11977.19,191955896
2011-01-26,11978.85,12020.52,11961.83,11985.44,168323921
2011-01-27,11985.36,12019.53,11971.93,11989.83,167773517
2011-01-28,11990.36,12012.42,11803.04,11823.7,214172378
2011-01-31,11824.39,11891.93,11817.88,11891.93,206581450
2011-02-01,11892.5,12050.75,11892.5,12040.16,180886732
2011-02-02,12038.27,12057.91,12018.51,12041.97,143435442
2011-02-03,12040.68,12080.54,11981.05,12062.26,143714199
2011-02-04,12061.73,12092.42,12025.78,12092.15,121781437
2011-02-07,12092.38,12188.76,12092.3,12161.63,132956149
2011-02-08,12152.7,12238.79,12150.05,12233.15,126650210
2011-02-09,12229.29,12254.23,12188.19,12239.89,162911570
2011-02-10,12239.66,12239.66,12156.94,12229.29,274439049
2011-02-11,12227.78,12285.94,12180.48,12273.26,184285118
2011-02-14,12266.83,12276.21,12235.91,12268.19,146345963
2011-02-15,12266.75,12267.66,12193.27,12226.64,142584180
2011-02-16,12219.79,12303.16,12219.79,12288.17,146273235
2011-02-17,12287.72,12331.31,12253.24,12318.14,130864673
2011-02-18,12318.67,12391.29,12303.23,12391.25,230037656
2011-02-22,12389.74,12389.82,12176.31,12212.79,201862706
2011-02-23,12211.81,12221.12,12063.43,12105.78,213485038
2011-02-24,12104.56,12129.62,11983.17,12068.5,190863178
2011-02-25,12060.93,12151.03,12060.93,12130.45,147539887
2011-02-28,12130.45,12235.04,12130.15,12226.34,199562198
2011-03-01,12226.49,12261.38,12054.99,12058.02,183238764
2011-03-02,12057.34,12115.12,12018.63,12066.8,147272585
2011-03-03,12068.01,12283.1,12068.01,12258.2,157843695
2011-03-04,12258.88,12271.37,12079.51,12169.88,166695824
2011-03-07,12171.09,12243.44,12041.6,12090.03,176199299
2011-03-08,12085.87,12251.2,12072.21,12214.38,158609209
2011-03-09,12211.16,12257.82,12156.6,12213.09,128359545
2011-03-10,12211.43,12211.43,11974.39,11984.61,180656317
2011-03-11,11976.96,12087.01,11936.32,12044.4,143670481
2011-03-14,12042.13,12042.13,11897.31,11993.16,162998520
2011-03-15,11988.69,11988.69,11696.25,11855.42,221932309
2011-03-16,11854.2,11856.7,11555.48,11613.3,254066026
2011-03-17,11614.89,11800.54,11614.82,11774.59,182260611
2011-03-18,11777.23,11927.09,11777.23,11858.52,355046196
2011-03-21,11860.11,12078.3,11860.11,12036.53,143394629
2011-03-22,12036.37,12050.98,12002.85,12018.63,115658283
2011-03-23,12018.4,12116.14,11972.61,12086.02,133940056
2011-03-24,12087.54,12191.18,12087.54,12170.56,131614647
2011-03-25,12170.71,12259.79,12170.71,12220.59,129785021
2011-03-28,12221.19,12272.92,12197.88,12197.88,123069607
2011-03-29,12194.48,12285.41,12173.51,12279.01,129026785
2011-03-30,12280.07,12383.46,12280.07,12350.61,140344992
2011-03-31,12350.76,12381.68,12319.01,12319.73,186141488
2011-04-01,12321.02,12419.71,12321.02,12376.72,147598993
2011-04-04,12374.6,12407.41,12369.15,12400.03,114660357
2011-04-05,12402.08,12438.14,12353.34,12393.9,142341910
2011-04-06,12386.66,12450.93,12386.66,12426.75,182348866
2011-04-07,12426.45,12440.56,12328.36,12409.49,158587862
2011-04-08,12409.87,12450.36,12320.72,12380.05,122823444
2011-04-11,12380.43,12444,12352.88,12381.11,109946892
2011-04-12,12381.19,12381.19,12233,12263.58,137262007
2011-04-13,12263.65,12335.1,12224.45,12270.99,118950765
2011-04-14,12270.24,12305.58,12163.86,12285.15,140668447
2011-04-15,12285.45,12369.27,12272.58,12341.83,234713117
2011-04-18,12339.71,12339.79,12093.89,12201.59,190223507
2011-04-19,12201.44,12275.34,12200.3,12266.75,149869296
2011-04-20,12266.75,12475.53,12263.58,12453.54,203902167
2011-04-21,12453.62,12506.06,12447.56,12505.99,166638641
2011-04-25,12505.99,12506.22,12446.05,12479.88,128662688
2011-04-26,12480.86,12613.16,12478.14,12595.37,183983976
2011-04-27,12592.23,12708.37,12588.33,12690.96,160554993
2011-04-28,12689.9,12776.14,12674.54,12763.31,148756838
2011-04-29,12763.46,12832.83,12751.13,12810.54,378619528
2011-05-02,12810.16,12876,12784.62,12807.36,150956025
2011-05-03,12806.38,12840.66,12749.99,12807.51,191511468
2011-05-04,12806.29,12806.68,12673.02,12723.58,193720824
2011-05-05,12723.65,12724.56,12521.28,12584.17,176951763
2011-05-06,12580.76,12759.23,12579.93,12638.74,168324082
2011-05-09,12637.83,12722.07,12620.2,12684.68,133943466
2011-05-10,12685.13,12781.06,12681.65,12760.36,155995373
2011-05-11,12745.87,12748.21,12577.21,12630.03,200680256
2011-05-12,12629.96,12718.58,12537.17,12695.92,216505496
2011-05-13,12695.65,12714.5,12543.19,12595.75,169938787
2011-05-16,12594.77,12642.9,12530.81,12548.37,192313984
2011-05-17,12541.33,12541.33,12378.84,12479.58,192831965
2011-05-18,12471.78,12571.15,12443.1,12560.18,175117664
2011-05-19,12561.46,12633.59,12533.46,12605.32,158467750
2011-05-20,12604.72,12604.83,12485.86,12512.04,174982253
2011-05-23,12511.36,12511.36,12331.77,12381.26,150719905
2011-05-24,12381.57,12422.55,12350.04,12356.21,145923558
2011-05-25,12355.45,12440.03,12309.52,12394.66,145745148
2011-05-26,12391.63,12441.58,12317.92,12402.76,149070049
2011-05-27,12398.06,12483.81,12397.69,12441.58,126025047
2011-05-31,12443.4,12574.29,12443.4,12569.79,208286410
2011-06-01,12569.41,12569.49,12282.42,12290.14,183018116
2011-06-02,12289.61,12306.71,12190.54,12248.55,156373002
2011-06-03,12247.8,12247.87,12104.03,12151.26,157743839
2011-06-06,12151.19,12151.49,12070.66,12089.96,166603416
2011-06-07,12090.18,12178.89,12066.61,12070.81,162606279
2011-06-08,12066.27,12098.36,12024.26,12048.94,156865518
2011-06-09,12049.47,12183.12,12049.09,12124.36,149696515
2011-06-10,12124.17,12124.85,11937.42,11951.91,178307604
2011-06-13,11945.33,12011.66,11917.78,11952.97,153367891
2011-06-14,11951.38,12120.8,11951.38,12076.11,159618956
2011-06-15,12075.12,12075.2,11862.53,11897.27,182496537
2011-06-16,11896.13,11990.02,11875.77,11961.52,189502945
2011-06-17,11962.66,12072.89,11962.51,12004.36,342005996
